Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
442,858,41,Great Buy,Cute design but required ironing out of the bag. Average quality overall.,3,1,11,Initmates,Jackets,Fine knit
443,1041,45,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,7,Initmates,Dresses,Pants
444,1145,60,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,8,Initmates,Jackets,Knits
445,1110,25,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,13,General Petite,Tops,Knits
446,801,50,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,9,General Petite,Dresses,Blouses
447,1023,56,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,8,General,Tops,Dresses
448,819,26,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,2,General,Dresses,Dresses
449,1015,57,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,1,General Petite,Dresses,Knits
450,904,32,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,13,General,Bottoms,Pants
451,970,63,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,8,General,Intimate,Fine knit
452,921,41,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,2,General,Bottoms,Blouses
453,918,47,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,3,Initmates,Intimate,Fine knit
454,946,21,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,0,General,Jackets,Fine knit
455,1145,34,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,3,Initmates,Bottoms,Pants
456,1046,53,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,2,General Petite,Dresses,Dresses
457,986,38,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,14,Initmates,Dresses,Dresses
458,913,60,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,0,General,Tops,Knits
459,888,54,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,1,General,Dresses,Pants
460,1102,50,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,6,Initmates,Bottoms,Dresses
461,874,32,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,14,Initmates,Dresses,Pants
462,1082,49,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,5,Initmates,Intimate,Pants
463,846,24,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,0,General,Dresses,Fine knit
464,1139,29,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,12,Initmates,Bottoms,Dresses
465,1068,62,Great Buy,Fair product for the price point. Fits okay but nothing exceptional.,3,1,10,General,Dresses,Pants
466,834,44,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,10,General,Bottoms,Knits
467,828,58,Great Buy,Fair product for the price point. Fits okay but nothing exceptional.,3,1,8,General Petite,Jackets,Fine knit
468,1135,21,Great Buy,"Decent quality for the price, but runs slightly small around the waist.",3,1,12,General Petite,Tops,Pants
469,1065,38,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,14,Initmates,Bottoms,Fine knit
470,1195,25,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,3,General,Intimate,Fine knit
471,1173,19,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,11,General Petite,Tops,Dresses
472,945,58,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,8,Initmates,Bottoms,Fine knit
473,859,26,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,10,General,Tops,Dresses
474,1085,20,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,14,General Petite,Tops,Blouses
475,1015,42,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,3,General,Intimate,Fine knit
476,912,58,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,8,Initmates,Jackets,Fine knit
477,976,47,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,0,General Petite,Tops,Dresses
478,1110,62,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,2,Initmates,Tops,Pants
479,846,49,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,6,Initmates,Dresses,Fine knit
480,1140,61,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,12,Initmates,Intimate,Knits
481,1185,67,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,10,Initmates,Tops,Fine knit
482,1065,22,Great Buy,"Material is fine, but the sleeves are a bit longer than expected.",3,1,12,Initmates,Bottoms,Pants
483,1168,62,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,8,Initmates,Bottoms,Pants
484,1158,54,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,12,General Petite,Tops,Fine knit
485,1008,36,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,14,Initmates,Jackets,Fine knit
486,953,69,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,11,General Petite,Bottoms,Knits
487,1136,60,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,7,Initmates,Jackets,Fine knit
488,848,55,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,12,General,Jackets,Dresses
489,1014,56,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,9,General,Jackets,Pants
490,834,46,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,1,General,Tops,Dresses
491,1084,66,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,8,General Petite,Tops,Fine knit
492,814,46,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,3,General Petite,Intimate,Pants
493,1192,43,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,5,General Petite,Bottoms,Blouses
494,964,22,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,12,Initmates,Jackets,Fine knit
495,1139,66,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,10,General Petite,Bottoms,Blouses
496,1025,59,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,14,General,Dresses,Fine knit
497,1025,32,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,10,General,Tops,Fine knit
498,925,51,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,4,General,Dresses,Dresses
499,883,58,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,0,General Petite,Bottoms,Dresses
500,1168,40,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,14,General,Bottoms,Knits
501,1046,65,Great Buy,Cute design but required ironing out of the bag. Average quality overall.,3,1,12,Initmates,Intimate,Pants
502,1090,21,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,13,General Petite,Tops,Fine knit
503,1046,19,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,5,General,Bottoms,Pants
504,1085,19,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,0,Initmates,Bottoms,Knits
505,977,65,Great Buy,"Okay top for everyday wear, but the color is slightly darker than pictured.",3,1,1,General Petite,Dresses,Pants
506,833,58,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,1,General,Bottoms,Fine knit
507,836,35,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,11,General Petite,Intimate,Blouses
508,875,66,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,2,Initmates,Jackets,Pants
509,1133,49,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,0,General,Jackets,Pants
510,1192,38,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,10,General Petite,Tops,Knits
511,936,28,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,3,Initmates,Jackets,Fine knit
512,1118,37,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,2,General,Dresses,Pants
513,1011,45,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,8,General,Intimate,Dresses
514,895,42,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,9,General,Intimate,Fine knit
515,1088,69,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,8,Initmates,Dresses,Fine knit
516,950,40,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,0,General,Bottoms,Fine knit
517,864,32,Great Buy,"Okay top for everyday wear, but the color is slightly darker than pictured.",3,1,8,General Petite,Intimate,Blouses
518,803,19,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,0,Initmates,Tops,Knits
519,1170,32,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,5,Initmates,Tops,Dresses
520,852,63,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,4,Initmates,Dresses,Blouses
521,860,20,Great Buy,"Decent quality for the price, but runs slightly small around the waist.",3,1,7,Initmates,Bottoms,Knits
522,1173,49,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,11,General,Dresses,Fine knit
523,1170,24,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,9,General,Bottoms,Dresses
524,1062,30,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,0,Initmates,Intimate,Fine knit
525,1185,37,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,10,Initmates,Bottoms,Pants
526,1055,65,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,2,General Petite,Dresses,Blouses
527,1185,32,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,9,General,Bottoms,Knits
528,971,58,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,13,General Petite,Intimate,Dresses
529,842,38,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,1,General Petite,Dresses,Pants
530,1168,58,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,10,General,Jackets,Blouses
531,944,69,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,13,General,Jackets,Fine knit
532,907,51,Great Buy,"Material is fine, but the sleeves are a bit longer than expected.",3,1,3,General,Tops,Blouses
533,1058,25,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,12,Initmates,Dresses,Fine knit
534,1100,64,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,6,General,Dresses,Knits
535,1034,25,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,7,General,Bottoms,Blouses
536,1117,67,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,2,General Petite,Intimate,Dresses
537,1030,34,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,11,General,Tops,Knits
538,858,49,Great Buy,"Decent quality for the price, but runs slightly small around the waist.",3,1,3,Initmates,Bottoms,Pants
539,1195,35,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,0,General,Jackets,Knits
540,1140,51,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,11,Initmates,Jackets,Fine knit
541,1084,42,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,5,Initmates,Jackets,Fine knit
542,1150,29,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,0,General,Dresses,Fine knit
543,818,52,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,2,Initmates,Dresses,Blouses
544,915,57,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,3,General,Intimate,Blouses
545,910,25,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,12,Initmates,Dresses,Fine knit
546,1014,28,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,0,Initmates,Dresses,Pants
547,810,31,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,5,General,Jackets,Knits
548,1175,37,Great Buy,"Decent quality for the price, but runs slightly small around the waist.",3,1,11,General Petite,Jackets,Pants
549,894,49,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,4,General,Intimate,Blouses
550,1016,51,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,4,General Petite,Bottoms,Blouses
551,953,19,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,8,Initmates,Dresses,Blouses
552,1129,49,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,8,General,Jackets,Pants
553,989,59,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,11,Initmates,Tops,Fine knit
554,1063,64,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,12,General Petite,Dresses,Blouses
555,800,29,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,6,General,Intimate,Dresses
556,985,67,Great Buy,Fair product for the price point. Fits okay but nothing exceptional.,3,1,2,General,Jackets,Blouses
557,801,25,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,11,Initmates,Intimate,Blouses
558,1036,56,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,13,General Petite,Bottoms,Fine knit
559,1036,20,Great Buy,"Decent quality for the price, but runs slightly small around the waist.",3,1,7,Initmates,Dresses,Blouses
560,868,42,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,8,Initmates,Bottoms,Dresses
561,1123,24,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,12,General Petite,Bottoms,Knits
562,921,49,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,4,Initmates,Intimate,Fine knit
563,1023,31,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,8,General Petite,Intimate,Blouses
564,918,35,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,0,Initmates,Dresses,Blouses
565,922,54,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,12,General Petite,Dresses,Dresses
566,1018,29,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,3,General,Dresses,Fine knit
567,1197,53,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,4,Initmates,Dresses,Fine knit
568,997,65,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,0,General Petite,Bottoms,Blouses
569,929,31,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,8,Initmates,Bottoms,Fine knit
570,1116,42,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,14,Initmates,Dresses,Pants
571,950,61,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,7,General,Tops,Knits
572,1023,38,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,4,General,Jackets,Dresses
573,933,19,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,1,General Petite,Bottoms,Knits
574,836,32,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,13,Initmates,Intimate,Pants
575,840,51,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,8,General Petite,Tops,Fine knit
576,989,23,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,0,Initmates,Intimate,Blouses
577,828,52,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,8,General,Jackets,Knits
578,1194,31,Great Buy,"Material is fine, but the sleeves are a bit longer than expected.",3,1,8,General,Tops,Dresses
579,995,37,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,14,General Petite,Dresses,Dresses
580,1041,54,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,12,General,Intimate,Pants
581,912,68,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,0,Initmates,Jackets,Dresses
582,900,50,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,10,Initmates,Dresses,Pants
583,1191,37,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,3,Initmates,Jackets,Fine knit
584,1071,40,Great Buy,Fair product for the price point. Fits okay but nothing exceptional.,3,1,7,General Petite,Intimate,Knits
585,967,21,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,9,Initmates,Jackets,Fine knit
586,1184,50,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,14,General Petite,Intimate,Dresses
587,969,55,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,13,General,Dresses,Pants
588,1178,52,Great Buy,"Decent quality for the price, but runs slightly small around the waist.",3,1,11,General,Tops,Knits
589,1129,42,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,6,General,Bottoms,Pants
590,1108,56,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,1,General Petite,Tops,Dresses
591,1063,31,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,0,General,Tops,Fine knit
592,958,47,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,2,General,Bottoms,Pants
593,859,53,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,10,Initmates,Tops,Knits
594,1092,32,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,6,Initmates,Dresses,Pants
595,891,43,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,3,General,Dresses,Pants
596,854,46,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,9,General Petite,Bottoms,Knits
597,940,43,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,6,General Petite,Tops,Blouses
598,848,63,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,12,General Petite,Tops,Fine knit
599,812,43,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,5,General Petite,Bottoms,Pants
600,1023,29,Great Buy,Cute design but required ironing out of the bag. Average quality overall.,3,1,9,General Petite,Dresses,Dresses
601,1117,50,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,3,General Petite,Jackets,Pants
602,873,59,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,10,General Petite,Bottoms,Fine knit
603,1088,58,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,0,Initmates,Dresses,Knits
604,900,52,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,12,General,Tops,Dresses
605,1149,34,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,3,Initmates,Jackets,Blouses
606,837,44,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,4,General Petite,Jackets,Blouses
607,993,62,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,6,General Petite,Dresses,Blouses
608,957,62,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,5,General,Tops,Fine knit
609,814,42,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,9,Initmates,Tops,Dresses
610,991,22,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,4,Initmates,Jackets,Blouses
611,1070,46,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,10,General,Dresses,Knits
612,966,58,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,13,Initmates,Intimate,Blouses
613,1169,25,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,12,Initmates,Bottoms,Blouses
614,1040,69,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,11,Initmates,Tops,Pants
615,1176,26,Great Buy,"Decent quality for the price, but runs slightly small around the waist.",3,1,7,General Petite,Tops,Dresses
616,953,69,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,4,General Petite,Tops,Knits
617,800,49,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,5,General,Dresses,Knits
618,927,23,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,13,General Petite,Dresses,Fine knit
619,1184,33,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,1,General Petite,Bottoms,Fine knit
620,827,25,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,10,General Petite,Bottoms,Blouses
621,875,65,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,6,Initmates,Bottoms,Pants
622,806,21,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,9,General Petite,Jackets,Pants
623,1066,57,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,4,Initmates,Jackets,Dresses
624,1156,23,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,6,Initmates,Dresses,Blouses
625,1063,50,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,6,Initmates,Dresses,Pants
626,1009,34,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,1,General Petite,Tops,Dresses
627,837,21,Great Buy,"Decent quality for the price, but runs slightly small around the waist.",3,1,0,General Petite,Intimate,Fine knit
628,1198,21,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,3,Initmates,Tops,Blouses
629,983,35,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,4,Initmates,Bottoms,Dresses
630,1038,37,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,5,General Petite,Jackets,Pants
631,835,64,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,14,Initmates,Bottoms,Dresses
632,850,50,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,11,General Petite,Bottoms,Fine knit
633,1002,57,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,7,Initmates,Tops,Pants
634,1012,63,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,7,General,Intimate,Dresses
635,988,64,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,13,Initmates,Dresses,Fine knit
636,911,38,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,6,Initmates,Dresses,Knits
637,952,50,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,2,General Petite,Tops,Dresses
638,1129,40,Great Buy,Cute design but required ironing out of the bag. Average quality overall.,3,1,0,General,Dresses,Blouses
639,916,33,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,10,General,Jackets,Dresses
640,903,24,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,13,Initmates,Bottoms,Knits
641,1121,18,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,11,General,Jackets,Pants
642,1179,56,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,2,Initmates,Tops,Knits
643,842,63,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,8,General,Intimate,Dresses
644,936,47,Great Buy,Fair product for the price point. Fits okay but nothing exceptional.,3,1,5,Initmates,Bottoms,Blouses
645,843,30,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,7,General Petite,Intimate,Blouses
646,944,68,Great Buy,Cute design but required ironing out of the bag. Average quality overall.,3,1,14,General Petite,Tops,Dresses
647,1167,64,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,12,General,Jackets,Knits
648,940,43,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,0,Initmates,Intimate,Blouses
649,868,49,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,10,Initmates,Intimate,Knits
650,1039,53,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,5,Initmates,Intimate,Pants
651,1038,39,Great Buy,"Decent quality for the price, but runs slightly small around the waist.",3,1,10,General,Intimate,Knits
652,898,39,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,2,Initmates,Intimate,Fine knit
653,846,25,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,8,Initmates,Intimate,Fine knit
654,1149,33,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,13,General Petite,Dresses,Dresses
655,944,49,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,10,General Petite,Intimate,Pants
656,813,39,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,1,Initmates,Dresses,Knits
657,894,54,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,0,Initmates,Bottoms,Knits
658,1108,31,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,13,Initmates,Jackets,Fine knit
659,1126,46,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,7,Initmates,Intimate,Fine knit
660,847,37,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,8,General Petite,Jackets,Dresses
661,910,59,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,14,General,Jackets,Knits
662,809,34,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,4,General,Jackets,Pants
663,1116,61,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,3,General,Jackets,Dresses
664,1077,50,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,5,General Petite,Bottoms,Fine knit
665,1164,64,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,13,Initmates,Intimate,Pants
666,850,68,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,9,General Petite,Bottoms,Knits
667,959,32,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,13,General,Bottoms,Knits
668,972,43,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,12,General,Bottoms,Knits
669,1017,35,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,8,General Petite,Dresses,Pants
670,824,47,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,11,General,Tops,Pants
671,1152,20,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,12,Initmates,Intimate,Fine knit
672,1048,32,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,11,General,Tops,Knits
673,996,44,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,9,General,Dresses,Fine knit
674,1153,35,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,12,General Petite,Intimate,Knits
675,1112,52,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,14,General Petite,Bottoms,Blouses
676,1160,67,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,10,Initmates,Intimate,Fine knit
677,925,31,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,13,Initmates,Jackets,Dresses
